price,bedrooms,bathrooms,square_feet,amenities_count,pets_allowed_bin,state,cityname,latitude,longitude
1468.0,2.0,2.0,905,8,1,WA,Kent,47.3866,-122.1969
1426.0,2.0,2.0,925,4,0,CO,Colorado Springs,38.9577,-104.7566
650.0,2.0,1.0,1000,6,1,OH,Dayton,39.7049,-84.1265
2340.0,1.0,1.0,795,10,1,NJ,West New York,40.789,-74.0122
1798.0,2.0,2.0,1050,5,0,MD,Columbia,39.2144,-76.8797
1075.0,1.0,1.0,660,3,0,WA,Kent,47.3866,-122.1969
5115.0,3.0,2.0,1575,3,1,NJ,West New York,40.789,-74.0122
1213.0,2.0,1.0,722,5,0,WA,Kent,47.3866,-122.1969
2365.0,1.0,1.5,700,2,1,MD,Ellicott City,39.266,-76.8455
1877.0,3.0,2.0,1165,9,1,WA,Kent,47.3866,-122.1969
2735.0,2.0,2.0,1103,4,0,NJ,West New York,40.789,-74.0122
1442.0,1.0,1.0,825,4,0,CO,Colorado Springs,38.9577,-104.7566
1750.0,3.0,2.0,1183,4,0,WA,Kent,47.3866,-122.1969
2195.0,1.0,1.0,754,5,0,NJ,West New York,40.789,-74.0122
1420.0,2.0,1.0,910,5,0,MD,Ellicott City,39.266,-76.8455
1765.0,1.0,1.0,697,8,1,NH,Lebanon,43.643,-72.2528
1631.0,1.0,1.0,706,9,0,CA,Cerritos,33.8666,-118.0485
1698.0,1.0,1.0,706,9,0,CA,Cerritos,33.8666,-118.0485
1614.0,2.0,2.0,1052,4,0,CO,Colorado Springs,38.9577,-104.7566
1421.0,1.0,1.0,650,1,0,WA,Kent,47.3866,-122.2109
2384.0,1.0,1.0,793,5,0,CA,Cerritos,33.8666,-118.0485
1180.0,1.0,1.0,675,5,1,MD,Ellicott City,39.266,-76.8455
539.0,1.0,1.0,630,0,0,OH,Dayton,39.7479,-84.1594
1915.0,1.0,1.0,700,2,0,MD,Ellicott City,39.266,-76.8455
1165.0,2.0,2.0,913,6,0,TX,Arlington,32.7566,-97.1358
1319.0,3.0,2.0,1425,10,0,NC,Raleigh,35.9003,-78.7061
1069.0,2.0,2.0,1052,10,0,NC,Raleigh,35.9003,-78.7061
1025.0,2.0,1.0,829,0,1,NJ,Clementon,39.8057,-74.9979
919.0,1.0,1.0,742,10,0,NC,Raleigh,35.9003,-78.7061
1167.0,2.0,2.0,1129,9,0,GA,Lithonia,33.6795,-84.1596
1365.0,2.0,1.0,900,4,0,WA,Kent,47.3866,-122.2109
579.0,1.0,1.0,800,5,0,OH,Dayton,39.7942,-84.2701
659.0,2.0,2.0,783,3,0,OH,Dayton,39.7942,-84.2701
1906.0,3.0,2.0,1390,3,0,CO,Colorado Springs,38.9276,-104.8477
835.0,1.0,1.0,485,2,0,TX,Arlington,32.7583,-97.088
1145.0,1.0,1.0,675,5,0,MD,Ellicott City,39.266,-76.8455
595.0,2.0,1.0,1044,3,0,OH,Dayton,39.7942,-84.2701
819.0,1.0,1.0,674,4,1,TX,Arlington,32.7583,-97.088
580.0,2.0,2.0,700,3,0,OH,Dayton,39.7942,-84.2701
999.0,2.0,1.0,700,3,0,NH,Concord,43.252,-71.537
1340.0,2.0,1.5,1140,9,1,NJ,Blackwood,39.7475,-75.0223
1200.0,1.0,1.0,685,7,1,CO,Colorado Springs,38.9148,-104.7713
1380.0,1.0,1.0,800,4,0,MD,Ellicott City,39.266,-76.8455
1525.0,3.0,1.5,1600,9,0,NJ,Blackwood,39.7475,-75.0223
1950.0,2.0,2.0,1355,0,1,NJ,Blackwood,39.7475,-75.0223
749.0,2.0,1.0,1025,5,0,OH,Dayton,39.7942,-84.2701
1380.0,2.0,2.0,1100,9,0,NJ,Blackwood,39.7475,-75.0223
1672.0,1.0,1.0,758,6,0,CA,Pico Rivera,33.9883,-118.0875
1667.0,1.0,1.0,758,6,0,CA,Pico Rivera,33.9883,-118.0875
905.0,1.0,1.0,650,2,1,TX,Arlington,32.7583,-97.088
965.0,1.0,1.0,810,3,0,TX,Arlington,32.7583,-97.088
1590.0,1.0,1.0,927,1,0,NJ,Blackwood,39.7475,-75.0223
699.0,2.0,2.0,783,3,0,OH,Dayton,39.7942,-84.2701
1155.0,3.0,2.5,1740,0,0,GA,Decatur,33.7288,-84.2099
1000.0,1.0,1.0,400,10,0,WA,Kent,47.3866,-122.2109
1697.0,1.0,1.0,758,11,1,CA,Pico Rivera,33.9883,-118.0875
1199.0,2.0,2.0,1112,4,1,NC,Raleigh,35.7628,-78.5834
1496.0,2.0,2.0,1223,4,0,NC,Raleigh,35.7628,-78.5834
830.0,1.0,1.0,731,12,1,TX,Arlington,32.7583,-97.088
2295.0,3.0,3.5,1528,9,0,MD,Ellicott City,39.266,-76.8455
799.0,2.0,1.5,1195,3,0,OH,Dayton,39.7942,-84.2701
1417.0,2.0,1.0,489,7,0,CA,Pico Rivera,33.9883,-118.0875
1225.0,2.0,2.0,1096,6,0,WA,Kent,47.3866,-122.2109
1395.0,3.0,2.0,1348,4,0,WA,Kent,47.3866,-122.2109
1905.0,2.0,2.0,1126,9,1,MD,Ellicott City,39.266,-76.8455
1465.0,2.0,1.0,915,5,0,MD,Ellicott City,39.266,-76.8455
2315.0,2.0,2.0,976,0,0,MD,Ellicott City,39.266,-76.8455
875.0,1.0,1.0,766,8,0,GA,Decatur,33.6912,-84.2465
1475.0,2.0,2.0,880,4,0,WA,Kent,47.3866,-122.2109
770.0,1.0,1.0,560,12,1,TX,Arlington,32.7583,-97.088
1475.0,1.0,1.0,759,3,0,CO,Colorado Springs,38.9148,-104.7713
1499.0,2.0,2.0,1109,3,0,CO,Colorado Springs,38.9148,-104.7713
1449.0,2.0,2.0,1109,3,0,CO,Colorado Springs,38.9148,-104.7713
699.0,2.0,1.0,889,2,0,OH,Dayton,39.7903,-84.214
1900.0,2.0,1.0,901,9,1,CA,Norwalk,33.9069,-118.0806
1892.0,2.0,1.0,996,1,0,CA,Norwalk,33.9069,-118.0806
930.0,1.0,1.0,716,11,1,TX,Arlington,32.7583,-97.088
850.0,1.0,1.0,707,4,0,NJ,Barrington,39.8652,-75.0568
1309.0,1.0,1.0,795,4,0,MD,Ellicott City,39.2735,-76.8674
935.0,1.0,1.0,707,4,0,NJ,Barrington,39.8652,-75.0568
589.0,1.0,1.0,648,2,0,OH,Dayton,39.7903,-84.214
1837.0,2.0,2.0,1205,4,0,MD,Ellicott City,39.2735,-76.8674
1075.0,3.0,2.0,1349,8,0,GA,Decatur,33.6912,-84.2465
2550.0,3.0,2.0,1070,1,1,CA,Norwalk,33.9069,-118.0806
945.0,1.0,1.0,714,11,1,TX,Arlington,32.7583,-97.088
2524.0,3.0,2.0,1070,1,0,CA,Norwalk,33.9069,-118.0806
1805.0,2.0,2.0,1104,3,1,WA,Issaquah,47.5582,-122.0044
910.0,1.0,1.0,844,3,0,NJ,Barrington,39.8652,-75.0568
1195.0,2.0,2.0,950,2,0,TX,Arlington,32.7583,-97.088
1995.0,2.0,2.0,1032,5,0,CA,Montebello,34.0156,-118.1107
835.0,1.0,1.0,707,4,0,NJ,Barrington,39.8652,-75.0568
1925.0,3.0,2.0,1374,3,0,CO,Colorado Springs,38.9148,-104.7713
2230.0,3.0,2.0,1441,3,1,WA,Issaquah,47.5582,-122.0044
1894.0,2.0,2.0,1097,7,0,NH,Bedford,42.9442,-71.5194
1055.0,1.0,1.0,806,4,1,MD,Edgewood,39.4291,-76.3027
2194.0,2.0,2.0,1097,8,0,NH,Bedford,42.9442,-71.5194
770.0,1.0,1.0,546,2,0,TX,Arlington,32.722,-97.083
2219.0,2.0,2.0,1097,8,0,NH,Bedford,42.9442,-71.5194
695.0,2.0,1.0,880,2,1,OH,Vandalia,39.8874,-84.2035
1025.0,2.0,1.0,917,10,0,TX,Arlington,32.722,-97.083
1725.0,1.0,1.0,804,1,0,WA,Kenmore,47.75,-122.24
835.0,1.0,1.0,588,2,0,TX,Arlington,32.722,-97.083
1755.0,2.0,2.0,904,9,1,WA,Kenmore,47.75,-122.24
2170.0,2.0,2.0,1144,2,0,NJ,Cherry Hill,39.905,-74.9965
2140.0,2.0,2.0,1144,2,0,NJ,Cherry Hill,39.905,-74.9965
1575.0,1.0,1.0,748,1,0,WA,Kenmore,47.75,-122.24
1239.0,2.0,1.0,1017,1,0,MD,Cockeysville,39.4915,-76.6609
1725.0,1.0,1.0,726,2,0,WA,Issaquah,47.5311,-122.0679
1725.0,2.0,1.0,845,4,0,CA,Cypress,33.8154,-118.037
1110.0,2.0,2.0,988,2,0,TX,Arlington,32.722,-97.083
1195.0,2.0,1.0,1042,5,0,OH,Tipp City,39.9513,-84.1778
1220.0,1.0,1.0,1048,4,0,MD,Cockeysville,39.4915,-76.6609
1649.0,2.0,2.0,1343,2,0,OH,Tipp City,39.9513,-84.1778
1185.0,1.0,1.0,720,3,0,NH,Manchester,42.9833,-71.4574
1699.0,2.0,2.0,1427,2,0,OH,Tipp City,39.9513,-84.1778
1252.0,1.0,1.0,920,5,0,MD,Cockeysville,39.4915,-76.6609
1449.0,2.0,2.0,1326,1,0,OH,Tipp City,39.9513,-84.1778
2134.0,2.0,2.0,1261,6,1,WA,Issaquah,47.5311,-122.0679
1222.0,1.0,1.0,760,3,0,NC,Raleigh,35.8079,-78.6466
665.0,1.0,1.0,610,2,1,OH,Sidney,40.2874,-84.1585
1178.0,1.0,1.0,1005,8,0,GA,Decatur,33.8144,-84.2804
1190.0,1.0,1.0,784,9,1,NJ,Cherry Hill,39.905,-74.9965
915.0,3.0,1.0,1225,1,0,OH,New Carlisle,39.9375,-84.0123
1359.0,1.0,1.0,708,3,0,NC,Raleigh,35.823,-78.6438
1189.0,1.0,1.0,738,0,1,NC,Raleigh,35.8079,-78.6466
1701.0,2.0,1.0,793,6,1,NJ,Springfield,40.6999,-74.3233
1695.0,3.0,2.0,1610,0,0,TX,Aledo,32.7018,-97.6264
1671.0,2.0,1.0,705,6,1,NJ,Springfield,40.6999,-74.3233
1388.0,2.0,2.0,1051,5,0,TX,Arlington,32.7767,-97.0816
1516.0,1.0,1.0,534,6,1,NJ,Springfield,40.6999,-74.3233
1399.0,2.0,1.0,833,8,1,NH,Manchester,42.9833,-71.4574
1299.0,2.0,1.0,833,8,0,NH,Manchester,42.9833,-71.4574
800.0,1.0,1.0,600,3,0,CO,Colorado Springs,38.8021,-104.7105
790.0,1.0,1.0,720,1,0,TX,Arlington,32.7767,-97.0816
1079.0,1.0,1.0,468,3,0,NH,Manchester,42.9833,-71.4574
1265.0,1.0,1.0,837,2,0,GA,Decatur,33.7385,-84.2671
1079.0,1.0,1.0,468,3,0,NH,Manchester,42.9833,-71.4574
660.0,2.0,1.0,1100,2,1,GA,Decatur,33.7385,-84.2671
694.0,1.0,1.0,627,4,0,OH,Miamisburg,39.6309,-84.2621
749.0,2.0,1.0,678,4,0,OH,Miamisburg,39.6309,-84.2621
1975.0,2.0,2.0,1061,5,0,NJ,South Plainfield,40.58,-74.4155
730.0,1.0,1.0,553,1,0,TX,Arlington,32.7767,-97.0816
810.0,2.0,2.0,972,15,1,OH,Miamisburg,39.6309,-84.2621
995.0,2.0,1.0,602,4,0,TX,Arlington,32.7767,-97.0816
1409.0,2.0,1.0,861,4,1,NH,Manchester,42.9833,-71.4574
1695.0,1.0,1.0,700,1,0,CA,Whittier,33.9435,-117.9914
1785.0,1.0,1.0,726,2,0,WA,Issaquah,47.5311,-122.0679
2255.0,1.0,1.0,726,2,0,WA,Issaquah,47.5311,-122.0679
2017.0,2.0,2.0,1189,6,1,WA,Issaquah,47.5311,-122.0679
1042.0,1.0,1.0,970,4,1,TX,Arlington,32.7767,-97.0816
1370.0,2.0,1.0,975,5,0,NH,Manchester,42.9833,-71.4574
1725.0,2.0,2.0,1140,3,0,NH,Manchester,42.9833,-71.4574
1082.0,3.0,2.0,1688,7,1,GA,Decatur,33.7709,-84.2931
1375.0,2.0,1.0,990,7,1,NH,Manchester,42.9833,-71.4574
1030.0,1.0,1.0,754,4,0,TX,Arlington,32.7767,-97.0816
1305.0,2.0,1.0,870,5,1,NH,Manchester,42.9833,-71.4574
805.0,1.0,1.0,625,6,1,TX,Arlington,32.7767,-97.0816
2235.0,3.0,2.0,1130,3,0,WA,Issaquah,47.5311,-122.0679
1455.0,2.0,1.0,975,5,1,NH,Manchester,42.9833,-71.4574
1049.0,2.0,1.0,800,2,1,NC,Raleigh,35.8079,-78.6466
1435.0,2.0,1.5,1050,0,0,NH,Manchester,42.9833,-71.4574
1265.0,2.0,2.0,916,5,1,CO,Colorado Springs,38.8565,-104.7149
1049.0,2.0,1.0,800,2,1,NC,Raleigh,35.8079,-78.6466
1300.0,2.0,1.0,885,1,0,NH,Manchester,42.9833,-71.4574
1370.0,2.0,1.0,975,8,0,NH,Manchester,42.9833,-71.4574
925.0,2.0,1.0,800,2,1,NC,Raleigh,35.8079,-78.6466
825.0,1.0,1.0,710,7,1,TX,Arlington,32.7767,-97.0816
1282.0,1.0,1.0,680,9,1,WA,Edmonds,47.8409,-122.3346
1595.0,2.0,1.0,864,1,0,GA,Decatur,33.7709,-84.2931
1130.0,2.0,2.0,1046,2,0,TX,Arlington,32.7767,-97.0816
1447.0,2.0,2.0,1114,1,0,GA,Cumming,34.2088,-84.1351
1487.0,2.0,2.0,1183,1,0,GA,Cumming,34.2088,-84.1351
1427.0,1.0,1.0,828,6,0,WA,Federal Way,47.3045,-122.3726
1165.0,2.0,2.0,1096,1,0,OH,Cincinnati,39.05,-84.3439
2170.0,2.0,2.0,959,4,1,NH,Salem,42.7911,-71.2193
2035.0,1.0,1.0,910,4,0,NJ,Lyndhurst,40.8084,-74.1224
1630.0,2.0,1.0,900,4,1,NH,Salem,42.7911,-71.2193
1258.0,2.0,2.0,908,4,0,CO,Colorado Springs,38.8154,-104.7779
1455.0,2.0,2.0,1000,1,0,WA,Federal Way,47.3045,-122.3726
1400.0,2.0,1.0,900,0,1,NH,Nashua,42.7527,-71.4854
890.0,1.0,1.0,603,0,0,OH,Cincinnati,39.05,-84.3439
1125.0,2.0,1.5,1400,1,0,OH,Cincinnati,39.05,-84.3439
1324.0,2.0,2.0,908,12,1,CO,Colorado Springs,38.8154,-104.7779
827.0,1.0,1.0,685,5,0,NC,Raleigh,35.7551,-78.7199
903.0,1.0,1.0,720,5,0,NC,Raleigh,35.7551,-78.7199
1850.0,5.0,4.0,3010,7,0,GA,Cumming,34.2088,-84.1351
800.0,1.0,1.0,711,2,1,TX,Nacogdoches,31.7067,-94.6204
1200.0,3.0,2.0,1200,5,1,CO,Colorado Springs,38.8154,-104.7779
1735.0,3.0,2.0,1288,5,0,CO,Colorado Springs,38.8154,-104.7779
860.0,1.0,1.0,750,8,0,NC,Raleigh,35.7551,-78.7199
1600.0,2.0,1.5,1470,6,0,NH,Nashua,42.7527,-71.4854
800.0,1.0,1.0,420,4,0,CO,Colorado Springs,38.8503,-104.7586
1476.0,2.0,2.0,1074,12,1,GA,Suwanee,34.0648,-84.0849
1450.0,2.0,1.0,709,14,1,GA,Suwanee,34.0648,-84.0849
950.0,2.0,1.5,1064,4,1,NC,Raleigh,35.7551,-78.7199
2395.0,1.0,1.0,675,2,0,CA,Santa Monica,34.0092,-118.4692
2800.0,2.0,2.0,1190,1,0,NJ,Cedar Knolls,40.8234,-74.4534
1975.0,1.0,1.0,1015,4,1,NJ,Rahway,40.6077,-74.2824
1823.0,3.0,2.5,1860,5,1,OH,Cincinnati,39.2906,-84.3347
1360.0,1.0,1.0,515,4,1,WA,Edmonds,47.8056,-122.3716
1585.0,2.0,1.0,837,4,0,WA,Edmonds,47.8056,-122.3716
885.0,1.0,1.0,500,5,1,CO,Colorado Springs,38.8503,-104.7586
869.0,1.0,1.0,700,0,1,NC,Raleigh,35.7887,-78.6531
685.0,1.0,1.0,620,5,0,OH,Cincinnati,39.2821,-84.4688
4995.0,2.0,1.0,900,3,0,CA,Santa Monica,34.0092,-118.4692
1488.0,1.0,1.0,731,2,0,NC,Raleigh,35.7887,-78.6531
895.0,2.0,1.0,858,2,0,OH,Cincinnati,39.0682,-84.2763
1020.0,2.0,1.0,750,5,1,CO,Colorado Springs,38.8503,-104.7586
1580.0,1.0,1.0,922,14,1,GA,Suwanee,34.0648,-84.0849
2150.0,1.0,1.0,650,3,0,CA,Santa Monica,34.0263,-118.4732
1476.0,1.0,1.0,820,0,0,WA,Bothell,47.8441,-122.1991
1635.0,1.0,1.0,644,0,0,WA,Bothell,47.8441,-122.1991
1580.0,1.0,1.0,922,14,1,GA,Suwanee,34.0648,-84.0849
930.0,1.0,1.0,717,2,0,TX,Tyler,32.2973,-95.2029
1333.0,2.0,2.0,970,12,1,OH,Cincinnati,39.1826,-84.3447
809.0,1.0,1.0,706,4,1,NC,Chapel Hill,35.9276,-79.0406
1900.0,2.0,1.0,1020,4,0,MD,Silver Spring,39.0017,-77.0353
1450.0,1.0,1.0,745,2,0,OH,Cincinnati,39.2476,-84.3509
1289.0,2.0,1.0,875,8,1,NH,Milford,42.829,-71.658
535.0,2.0,1.0,442,3,1,TX,Tyler,32.275,-95.3017
633.0,2.0,1.0,850,4,0,CO,Colorado Springs,38.8793,-104.8171
1249.0,2.0,1.0,875,8,1,NH,Milford,42.829,-71.658
845.0,2.0,1.0,900,5,1,OH,Cincinnati,39.2662,-84.4027
1689.0,2.0,2.0,964,4,0,NH,Milford,42.829,-71.658
1426.0,1.0,1.0,644,0,0,WA,Bothell,47.8441,-122.1991
862.0,1.0,1.0,673,7,0,OH,Cincinnati,39.2858,-84.522
1129.0,2.0,1.0,716,2,0,NH,Milford,42.829,-71.658
623.0,1.0,1.0,590,2,1,TX,Tyler,32.275,-95.3017
2013.0,5.0,2.5,2846,0,0,GA,Suwanee,34.0648,-84.0849
988.0,1.0,1.0,756,5,0,CO,Colorado Springs,38.8793,-104.8171
602.0,1.0,1.0,510,3,1,TX,Tyler,32.275,-95.3017
1523.0,1.0,1.0,657,1,0,NJ,Parsippany,40.862,-74.4061
1682.0,1.0,1.0,736,5,1,MD,Silver Spring,39.0017,-77.0353
623.0,1.0,1.0,590,2,1,TX,Tyler,32.275,-95.3017
1325.0,2.0,2.0,1051,4,1,CO,Colorado Springs,38.8793,-104.8171
799.0,1.0,1.0,551,7,0,OH,Cincinnati,39.2858,-84.522
1295.0,2.0,1.0,790,2,1,NH,Hudson,42.7713,-71.4205
1836.0,1.0,1.0,784,2,0,MD,Silver Spring,39.0017,-77.0353
1196.0,1.0,1.0,685,4,0,CO,Colorado Springs,38.7918,-104.8265
1515.0,2.0,1.0,900,2,0,WA,Bothell,47.8441,-122.1991
855.0,1.0,1.0,600,5,1,NC,Raleigh,35.7488,-78.6369
2810.0,1.0,1.0,800,5,0,CA,Santa Monica,34.0314,-118.4885
1218.0,2.0,2.0,1082,3,0,GA,Alpharetta,34.0299,-84.2425
990.0,2.0,1.0,895,2,1,NC,Raleigh,35.7488,-78.6369
8750.0,2.0,2.0,1600,1,0,CA,Santa Monica,34.0314,-118.4885
850.0,2.0,1.0,800,1,0,CO,Colorado Springs,38.7918,-104.8265
1690.0,2.0,1.0,496,3,0,NJ,Wharton,40.9151,-74.6004
1630.0,2.0,2.0,1135,3,0,MD,Silver Spring,39.0829,-77.0612
1200.0,1.0,1.0,1056,2,0,NJ,Orange,40.7683,-74.2372
1844.0,2.0,2.0,947,0,1,WA,Bothell,47.8441,-122.1991
2795.0,2.0,1.5,1000,4,0,CA,Santa Monica,34.0314,-118.4885
1406.0,3.0,2.5,1287,9,0,GA,Alpharetta,34.0299,-84.2425
1422.0,2.0,2.0,1243,1,0,GA,Alpharetta,34.0299,-84.2425
1585.0,2.0,2.0,996,3,0,MD,Silver Spring,39.0829,-77.0612
1320.0,1.0,1.0,687,1,0,NJ,Randolph,40.8434,-74.583
1345.0,1.0,1.0,687,1,1,NJ,Randolph,40.8434,-74.583
795.0,2.0,1.0,700,4,0,OH,Cincinnati,39.1915,-84.4468
2970.0,2.0,2.0,1125,12,1,NJ,North Bergen,40.7925,-74.0215
1738.0,2.0,2.0,1290,4,0,GA,Alpharetta,34.0299,-84.2425
625.0,1.0,1.0,650,2,1,OH,Cincinnati,39.205,-84.3987
1560.0,2.0,1.0,978,3,0,MD,Silver Spring,39.0829,-77.0612
2670.0,1.0,1.0,350,4,0,CA,Santa Monica,34.0149,-118.4914
3565.0,1.0,1.0,510,1,1,CA,Santa Monica,34.0149,-118.4914
1503.0,2.0,2.0,1095,4,1,NC,Raleigh,35.823,-78.6438
932.0,1.0,1.0,706,2,1,GA,Alpharetta,34.0299,-84.2425
370.0,2.0,2.0,1044,8,0,TX,Tyler,32.36,-95.3096
1600.0,2.0,1.0,850,1,0,MA,Rehoboth,41.8474,-71.2541
1405.0,1.0,1.0,804,10,1,MD,Silver Spring,39.0829,-77.0612
1282.0,1.0,1.0,815,3,0,MA,Raynham,41.9291,-71.0459
1601.0,1.0,1.0,920,4,0,GA,Alpharetta,34.0299,-84.2425
2135.0,2.0,2.0,1180,1,1,NJ,Washington,40.7591,-75.0055
1495.0,2.0,1.0,950,8,1,CO,Colorado Springs,38.8534,-104.8638
1678.0,2.0,1.0,975,1,0,MD,Silver Spring,39.0829,-77.0612
815.0,1.0,1.0,650,9,1,OH,Cincinnati,39.0745,-84.3837
1185.0,1.0,1.0,773,8,1,CO,Colorado Springs,38.8534,-104.8638
931.0,2.0,2.0,1500,7,0,GA,Clarkston,33.8091,-84.238
505.0,2.0,2.0,840,2,0,TX,Tyler,32.3252,-95.2948
1366.0,1.0,1.0,773,8,1,CO,Colorado Springs,38.8534,-104.8638
825.0,2.0,2.0,938,4,0,GA,Clarkston,33.8091,-84.238
2444.0,2.0,2.5,1735,1,0,MD,Silver Spring,39.065,-76.9815
775.0,2.0,1.5,1150,6,0,GA,Clarkston,33.8091,-84.238
786.0,1.0,1.5,950,6,0,GA,Clarkston,33.8091,-84.238
1575.0,2.0,2.0,1062,3,1,MD,Silver Spring,39.065,-76.9815
1305.0,1.0,1.0,765,3,0,NJ,Flanders,40.8511,-74.7078
1330.0,1.0,1.0,765,3,0,NJ,Flanders,40.8511,-74.7078
979.0,2.0,2.0,915,9,1,OH,Cincinnati,39.156,-84.3714
887.0,1.0,1.0,854,11,1,NC,Raleigh,35.823,-78.6438
856.0,3.0,2.0,1500,6,1,GA,Clarkston,33.8091,-84.238
1550.0,1.0,1.0,696,1,0,CA,Inglewood,33.9752,-118.3547
1882.0,2.0,2.0,1160,0,1,WA,Bellevue,47.6124,-122.1427
1000.0,3.0,2.5,1315,4,1,OH,Cincinnati,39.141,-84.5529
1908.0,1.0,1.0,709,2,0,WA,Bellevue,47.6124,-122.1427
1266.0,1.0,1.0,674,4,0,NC,Chapel Hill,35.9276,-79.0406
1545.0,2.0,2.0,1280,1,0,MA,New Bedford,41.6505,-70.9367
1271.0,1.0,1.0,674,5,0,NC,Raleigh,35.823,-78.6438
1366.0,1.0,1.0,873,4,1,NC,Raleigh,36.0249,-78.4646
640.0,2.0,2.0,1000,7,1,TX,Longview,32.5548,-94.7807
2010.0,2.0,1.0,602,2,1,NJ,Montclair,40.8206,-74.2133
2782.0,2.0,2.0,1054,5,0,WA,Bellevue,47.6124,-122.1427
1465.0,2.0,1.0,1500,0,1,OH,Cincinnati,39.1467,-84.5184
1425.0,1.0,1.0,785,8,1,NC,Raleigh,35.774,-78.6328
1190.0,2.0,1.0,750,2,0,OH,Cincinnati,39.1467,-84.5184
1951.0,2.0,1.0,1012,2,1,WA,Bellevue,47.6124,-122.1427
1818.0,2.0,1.0,843,2,0,WA,Bellevue,47.6124,-122.1427
1325.0,1.0,1.0,846,6,0,NJ,Budd Lake,40.8866,-74.7498
1415.0,2.0,2.0,1006,10,1,CO,Fountain,38.6968,-104.6969
1645.0,2.0,2.0,1088,6,1,NC,Raleigh,35.774,-78.6328
3638.0,2.0,2.0,1035,4,0,CA,Playa Del Rey,33.9908,-118.4592
1325.0,1.0,1.0,717,0,1,NC,Raleigh,35.774,-78.6328
1275.0,1.0,1.0,788,9,1,MD,Silver Spring,39.0128,-76.9812
4315.0,2.0,2.0,1213,3,1,CA,Marina Del Rey,33.9855,-118.4532
1830.0,2.0,2.0,1029,7,1,NC,Raleigh,35.774,-78.6328
1641.0,1.0,1.0,644,2,0,WA,Bellevue,47.6124,-122.1427
1825.0,2.0,1.0,790,3,1,NJ,Linden,40.6356,-74.2562
2260.0,2.0,2.0,972,3,0,WA,Bellevue,47.5612,-122.1534
1720.0,2.0,2.0,1088,6,1,NC,Raleigh,35.774,-78.6328
760.0,2.0,2.0,880,4,0,TX,Texarkana,33.4632,-94.0736
520.0,1.0,1.0,612,5,0,TX,Texarkana,33.4632,-94.0736
905.0,2.0,1.0,950,1,0,GA,Conyers,33.7052,-84.0059
930.0,2.0,2.0,926,0,0,NC,Wake Forest,35.9638,-78.5193
2470.0,2.0,2.0,970,1,0,WA,Bellevue,47.6146,-122.1684
2075.0,2.0,1.0,884,1,0,WA,Bellevue,47.6146,-122.1684
1895.0,2.0,2.0,1139,5,1,NJ,Neptune City,40.2091,-74.0584
1080.0,1.0,1.0,629,8,1,MA,Attleboro,41.9392,-71.3028
625.0,1.0,1.0,500,1,1,OH,Cincinnati,39.1982,-84.4788
3617.0,1.0,1.0,697,1,0,CA,Beverly Hills,33.9855,-118.4532
1685.0,1.0,1.0,718,5,0,MD,Silver Spring,39.0403,-77.0461
5195.0,2.0,2.5,1447,5,0,CA,Marina Del Rey,33.9855,-118.4532
945.0,2.0,2.0,1060,7,1,OH,Cincinnati,39.1912,-84.4615
1162.0,2.0,2.0,834,3,0,CO,Brighton,39.9608,-104.8195
1195.0,2.0,2.0,1091,3,1,OH,Cincinnati,39.1912,-84.4615
2340.0,1.0,1.0,524,14,1,NJ,Hoboken,40.7462,-74.0349
1795.0,1.0,1.0,425,1,0,CA,Venice,33.9943,-118.462
1199.0,2.0,1.0,974,1,0,NC,Middlesex,35.791,-78.1902
2300.0,3.0,2.0,1782,7,1,MD,Silver Spring,39.0403,-77.0461
1375.0,2.0,2.0,1058,9,0,CO,Loveland,40.3888,-105.1046
1360.0,2.0,2.0,1025,8,1,GA,Alpharetta,34.0791,-84.2039
1275.0,1.0,1.0,890,9,1,GA,Alpharetta,34.0791,-84.2039
720.0,1.0,1.0,500,3,1,OH,Cincinnati,39.1585,-84.5946
2250.0,1.0,1.0,700,3,0,NJ,Hoboken,40.7462,-74.0349
2174.0,1.0,1.0,691,4,0,WA,Bellevue,47.6156,-122.2109
1850.0,3.0,1.5,1198,2,0,MD,Silver Spring,39.0201,-77.0113
2600.0,2.0,1.0,1200,2,1,NJ,Hoboken,40.7462,-74.0349
1900.0,2.0,2.0,1154,1,0,OH,Cincinnati,39.1535,-84.4264
1350.0,1.0,1.0,784,1,1,OH,Cincinnati,39.1535,-84.4264
1815.0,2.0,2.0,1077,1,0,OH,Cincinnati,39.1535,-84.4264
1445.0,2.0,2.0,1105,3,0,NC,Middlesex,35.791,-78.1902
1679.0,3.0,2.0,1164,7,1,MD,Montgomery Village,39.1709,-77.2095
1802.0,2.0,2.0,1117,1,0,MD,Montgomery Village,39.1709,-77.2095
1273.0,1.0,1.0,640,2,0,WA,Federal Way,47.3099,-122.3139
1450.0,1.0,1.0,826,3,0,CO,Fort Collins,40.5853,-105.0839
1076.0,1.0,1.0,950,12,0,TX,Dallas,33.0023,-96.8406
1260.0,2.0,1.0,929,5,1,TX,Dallas,33.0023,-96.8406
2310.0,2.0,1.0,610,2,0,CA,Redondo Beach,33.8321,-118.3786
1695.0,2.0,2.0,1104,3,0,CO,Fort Collins,40.5853,-105.0839
1990.0,2.0,2.0,1057,4,1,NJ,Cliffwood,40.4367,-74.2268
1444.0,2.0,2.0,970,0,0,MD,Gaithersburg,39.1775,-77.1944
